Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,Habitability_score
2,2986,12.0,5,2,0,1,0,5.38,1,2,109.0,4.16,79.32
5,1351,3.0,1,1,0,1,2,5.93,1,2,91.0,3.55,76.76
1,516,3.0,2,1,1,1,0,7.57,3,2,92.0,4.16,92.5
1,143,1.0,2,1,0,2,0,6.57,3,1,88.0,4.86,89.03
5,1361,4.0,1,0,1,2,2,7.17,1,2,87.0,2.92,78.9
1,783,4.0,1,2,0,1,0,6.2,3,1,111.0,4.84,79.22
1,586,4.0,3,1,0,2,0,6.64,2,2,80.0,2.93,75.64
1,863,3.923768001056943,3,2,1,1,0,6.61,3,2,94.0,4.17,70.73
2,3018,11.0,5,1,0,2,2,7.31,2,2,148.0,2.21,86.34
4,8000,4.0,2,1,0,2,0,3.77,0,1,38.0,3.69,77.95
1,456,3.0,1,2,0,1,2,6.11,3,2,98.0,4.16,61.57
1,353,1.0,1,2,0,1,0,6.96,3,2,142.0,4.73,71.53
5,1339,2.0,2,2,1,1,0,8.08,3,0,198.0,3.96,63.67
3,288,2.0,2,2,2,1,4,7.11,3,2,88.0,2.6,25.16
1,399,3.0,2,1,4,2,0,3.94,3,0,48.0,4.81,82.63
1,562,2.0,2,3,0,1,3,7.82,3,2,128.0,4.43,63.75
1,793,3.0,1,1,0,2,0,6.38,3,2,157.0,4.72,90.17
4,910,6.0,1,1,0,2,3,6.59,3,2,81.0,4.5,86.02
5,2149,3.0,1,2,0,1,2,5.68,3,2,81.0,4.19,64.18
4,776,7.0,1,2,2,1,0,3.15,3,1,23.0,3.71,66.18
4,1023,5.0,3,2,0,2,2,7.32,3,2,107.0,4.15,93.9
1,708,2.0,1,1,1,1,3,5.3,1,2,106.0,3.22,64.61
4,1156,6.0,1,1,1,1,4,6.0,4,2,90.0,2.61,76.77
1,178,2.0,1,0,0,1,3,7.28,3,2,140.0,4.42,79.77
3,346,2.0,1,1,0,2,0,3.63,2,1,87.0,3.0,85.98
2,2946,7.0,2,2,1,2,3,6.98,2,2,147.0,1.9,63.16
1,498,1.0,2,2,0,2,2,6.21,3,2,142.0,4.11,79.52
4,1060,6.0,3,1,3,2,4,3.93,3,1,9.0,2.16,87.79
4,926,5.0,2,1,2,2,3,7.21,3,2,127.0,3.18,74.61
5,1351,4.0,3,3,0,1,0,5.19,1,2,83.0,4.19,80.05
5,1501,2.0,4,1,0,1,2,6.97,3,2,124.0,4.13,85.75
1,169,3.0,3,2,1,1,4,4.43,3,2,695.0,3.21,38.84
1,194,3.0,2,1,0,1,0,6.71,3,2,132.0,4.75,91.97
0,226,0.0,2,1,0,2,3,5.67,1,2,94.0,3.86,70.7
5,1288,2.0,4,1,0,2,0,6.63,3,0,107.0,4.71,88.25
1,688,2.0,3,2,0,1,3,7.38,1,2,87.0,3.86,56.11
4,1130,7.0,3,0,0,2,3,6.27,3,2,165.0,4.39,87.25
3,434,0.0,1,0,1,1,3,4.4,1,2,103.0,3.23,77.11
4,1013,7.0,1,0,0,1,2,8.1,1,0,157.0,3.39,75.74
5,1468,4.0,2,1,0,1,3,6.78,1,2,156.0,3.77,85.72
5,1257,4.0,2,1,3,1,0,2.3,3,1,67.0,3.03,77.09
4,706,6.0,3,1,0,1,0,4.53,1,2,80.0,4.2,81.36
2,4112,12.0,6,1,0,2,0,6.86,2,2,102.0,2.9,72.08
5,1960,2.0,4,1,0,1,0,6.0,1,2,116.0,4.14,92.07
5,18574,3.0,4,1,0,2,2,5.76,1,2,94.0,3.54,76.63
1,603,1.0,1,0,0,1,0,7.06,3,2,97.0,4.79,81.97
2,2009,11.0,2,1,0,1,3,6.02,3,2,130.0,4.44,72.35
1,582,2.0,1,1,1,1,3,7.52,3,2,146.0,3.78,76.74
1,759,2.0,2,2,0,2,4,4.29,1,2,100.0,3.23,63.89
1,582,3.0,2,1,0,2,0,7.25,3,2,125.0,4.75,90.54
4,942,5.0,1,1,0,1,0,7.8,3,2,163.0,4.7,73.32
1,840,2.0,2,2,0,1,0,5.81,0,2,91.0,3.55,69.06
5,1992,5.0,2,1,1,2,0,6.94,3,2,88.0,4.17,84.92
5,1416,3.0,1,2,0,1,2,4.02,3,2,104.0,4.17,68.4
2,2270,6.0,2,2,0,1,0,6.97,2,2,118.0,2.88,33.54
1,560,2.0,3,0,0,1,0,4.6,3,2,108.0,4.79,85.21
5,1827,3.0,4,1,2,1,0,6.57,3,2,162.0,3.45,71.07
1,150,4.0,1,2,2,1,3,6.17,3,2,133.0,3.18,33.03
5,1966,2.0,1,1,1,1,0,5.92,1,2,119.0,3.51,79.35
5,1711,2.0,2,2,0,1,3,8.2,1,2,164.0,3.75,62.15
1,942,4.0,2,0,4,1,0,7.88,3,2,132.0,2.86,72.87
5,1844,3.0,1,2,1,1,2,5.96,1,2,93.0,2.92,42.77
1,6833,1.0,3,0,2,2,0,6.68,3,2,85.0,3.55,89.46
1,909,1.0,2,1,0,2,2,8.03,3,0,168.0,4.0,70.6
1,797,1.0,1,0,3,2,0,5.25,3,0,95.0,2.86,78.24
4,687,5.0,3,1,1,2,0,4.94,0,2,94.0,2.92,76.28
1,451,3.0,2,2,0,1,3,5.19,1,2,102.0,3.85,62.19
5,2010,3.0,2,2,0,1,0,6.31,3,2,128.0,4.75,84.1
2,3001,12.0,4,1,1,2,0,6.42,3,2,155.0,4.09,88.74
5,2009,3.0,3,1,0,2,0,6.97,3,2,140.0,4.73,94.21
5,1296,3.0,1,1,0,2,0,7.79,3,2,82.0,4.8,89.57
5,1881,3.0,2,1,0,1,3,5.9,1,2,95.0,3.86,86.64
5,1776,4.0,3,1,0,1,0,6.85,3,2,80.0,4.81,72.61
1,328,2.0,2,2,0,2,2,6.79,3,2,89.0,4.17,89.42
5,2179,4.0,3,0,1,1,3,6.82,3,2,111.0,3.83,77.51
0,3407,11.0,5,1,0,1,0,3.06,3,1,3.0,4.99,85.0
5,2006,2.0,1,1,0,1,3,7.81,0,2,100.0,3.21,73.5
4,1081,5.0,1,1,0,1,2,6.74,3,2,149.0,4.1,85.49
1,542,3.0,1,0,0,1,0,6.54,3,2,101.0,4.79,82.91
1,735,4.0,1,2,0,1,0,5.25,1,3,108.0,4.16,70.68
0,2052,2.0,3,1,0,1,2,5.45,1,2,112.0,3.52,76.8
1,868,4.0,1,1,0,1,3,4.99,1,2,80.0,3.88,71.89
1,383,2.0,2,0,0,1,0,6.12,3,2,144.0,4.73,84.26
4,521,6.0,3,1,0,2,0,7.56,3,2,83.0,4.8,90.91
5,2174,3.0,3,2,1,2,0,5.25,0,2,106.0,2.9,82.64
1,480,4.0,2,2,0,1,3,6.84,3,2,142.0,4.42,70.47
1,293,1.0,2,1,0,1,2,4.99,1,2,102.0,3.54,65.55
4,766,6.0,3,1,0,1,0,6.01,3,2,88.0,4.81,71.05
1,592,2.0,3,1,0,1,0,8.04,1,0,134.0,4.04,69.97
5,2171,4.0,1,2,0,2,0,5.53,1,2,112.0,4.15,70.83
2,3755,5.0,2,1,0,1,0,5.54,3,2,117.0,4.77,74.93
4,531,7.0,1,0,1,1,0,3.44,3,1,59.0,4.29,85.97
1,124,1.0,2,2,1,1,4,4.79,1,2,90.0,2.61,22.46
1,538,1.0,2,2,0,1,2,6.32,3,2,131.0,4.12,64.56
1,985,4.0,3,1,2,2,3,7.12,3,2,151.0,3.15,75.09
5,2219,3.0,1,2,1,1,0,7.43,3,2,127.0,4.12,73.4
4,704,4.0,3,2,3,1,2,7.45,1,2,97.0,1.65,24.53
1,224,3.923768001056943,1,0,0,2,0,6.53,3,2,148.0,4.73,85.61
1,349,2.0,2,2,1,1,2,7.69,3,2,157.0,3.45,50.42
5,1440,2.0,3,2,1,1,0,7.33,3,2,83.0,4.18,72.38
5,1692,3.0,1,3,0,1,4,5.97,0,2,110.0,2.58,70.08
1,235,3.923768001056943,3,2,0,1,0,4.81,1,2,105.0,4.16,72.38
1,586,3.0,2,2,0,1,2,7.65,3,2,133.0,4.11,69.23
1,791,1.0,3,2,0,1,0,4.6,0,2,89.0,3.56,57.94
5,1743,2.0,2,3,1,1,2,6.05,2,2,120.0,1.63,32.19
4,1203,6.0,2,2,0,1,3,6.33,3,2,138.0,4.43,65.94
1,733,2.0,1,1,0,2,0,5.51,3,2,94.0,4.8,89.55
4,527,4.0,2,1,1,2,0,7.2,3,2,142.0,4.1,83.52
5,1203,5.0,1,1,1,1,3,4.8,1,2,119.0,3.21,80.82
5,1359,2.0,4,1,1,1,0,7.77,3,2,115.0,4.13,86.35
5,1608,3.0,4,1,0,2,3,5.57,1,2,93.0,3.86,81.02
5,2228,2.0,4,1,0,0,0,4.7,3,2,81.0,4.82,79.24
5,1157,5.0,4,0,0,1,0,5.63,1,3,86.0,4.18,80.36
4,1119,5.0,3,1,0,1,4,6.79,1,2,106.0,3.21,77.87
2,1807,12.0,5,0,0,2,3,5.05,1,2,82.0,3.88,93.62
2,2469,8.0,4,1,1,2,0,7.99,3,2,159.0,4.08,86.65
4,1083,4.0,1,0,1,1,2,3.0,1,1,21.0,3.09,75.41
1,199,1.0,3,2,1,1,0,7.08,3,2,146.0,4.1,68.87
4,635,6.0,3,1,3,1,3,6.95,3,2,132.0,2.55,80.22
1,218,4.0,3,3,0,1,3,5.94,1,0,82.0,3.81,67.61
4,1149,6.0,2,2,0,1,0,7.14,4,2,131.0,4.74,84.52
4,1047,5.0,3,1,0,1,0,6.44,3,2,85.0,4.81,74.87
5,1608,2.0,1,1,1,2,4,7.33,3,2,164.0,3.13,72.63
4,1182,7.0,1,2,3,1,2,6.13,4,2,125.0,2.25,32.68
5,1943,4.0,4,1,4,1,0,4.78,0,2,99.0,2.92,75.19
2,3510,8.0,5,0,2,1,0,6.74,3,2,88.0,3.55,85.06
1,352,1.0,3,1,1,2,3,6.99,1,2,86.0,3.23,88.39
3,218,2.0,2,1,4,1,0,8.14,1,0,190.0,3.97,66.36
5,1761,2.0,1,1,0,1,0,4.58,1,2,118.0,4.15,87.3
5,1194,3.0,3,1,0,1,3,6.93,3,2,168.0,4.39,90.96
1,669,1.0,3,1,3,1,0,6.51,3,2,119.0,2.88,72.71
1,429,1.0,2,2,0,1,2,5.64,1,2,99.0,3.54,33.19
4,1107,3.923768001056943,1,1,0,1,0,5.95,1,2,100.0,4.16,79.19
5,2044,2.0,3,1,0,2,0,6.11,3,2,162.0,4.71,88.23
1,200,4.0,3,0,0,1,0,8.75,2,0,188.0,2.72,71.73
5,1797,4.0,3,0,2,1,0,4.71,1,2,108.0,2.91,72.87
4,1050,4.0,3,3,0,1,0,4.28,1,2,84.0,4.19,77.05
1,362,3.923768001056943,1,2,0,2,0,5.84,4,2,99.0,4.16,82.79
5,1353,3.0,1,2,0,1,2,6.09,3,2,100.0,4.16,74.55
4,1293,5.0,3,1,0,0,0,7.47,3,2,106.0,4.77,93.15
1,733,3.0,2,0,0,1,0,6.47,3,2,94.0,4.79,89.28
1,846,2.0,2,0,0,1,0,7.02,3,3,161.0,4.71,86.0
1,634,2.0,2,1,0,1,4,6.62,3,2,138.0,3.8,74.82
5,1520,2.0,1,0,1,1,3,6.25,2,2,92.0,1.97,73.89
2,2416,6.0,5,2,0,2,0,5.52,3,2,102.0,4.79,83.04
2,3193,3.923768001056943,6,0,4,2,2,8.25,0,0,173.0,2.74,73.49
5,2130,2.0,2,2,1,2,3,6.36,2,2,84.0,1.98,58.29
5,1402,3.0,3,0,0,2,2,6.46,0,2,153.0,2.84,82.4
2,3074,5.0,4,2,1,2,0,5.95,0,2,111.0,2.89,85.8
1,719,1.0,2,2,0,1,2,8.34,3,0,181.0,3.98,54.05
5,1405,3.923768001056943,1,0,0,1,0,4.9,0,2,90.0,3.55,74.39
4,856,7.0,3,2,0,1,3,4.57,0,2,93.0,3.24,48.1
1,637,2.0,1,1,0,1,3,7.07,0,2,128.0,3.18,61.51
2,4253,12.0,4,1,3,1,2,5.83,0,2,82.0,1.05,33.38
1,338,4.0,3,1,0,1,0,6.45,2,2,154.0,2.84,73.56
5,2045,5.0,3,1,0,1,0,5.54,1,2,94.0,4.17,94.72
5,1927,3.0,3,1,0,1,0,6.37,2,2,137.0,2.86,66.61
1,621,4.0,1,1,0,1,2,5.2,1,2,100.0,3.54,76.22
4,936,7.0,3,1,0,1,2,7.61,3,2,122.0,4.12,86.21
1,834,4.0,1,2,1,1,0,5.51,1,2,107.0,3.53,69.09
4,553,7.0,3,0,1,1,3,6.84,1,2,114.0,3.2,78.01
2,2325,6.0,2,1,1,1,0,6.63,2,2,114.0,2.26,63.83
5,1986,3.0,3,3,1,1,0,4.07,1,2,94.0,3.55,71.47
5,1972,5.0,1,1,0,1,0,6.43,3,2,136.0,4.74,77.93
3,491,3.0,1,1,1,1,2,7.35,2,2,107.0,1.64,28.77
3,418,3.0,1,3,0,1,2,7.57,3,2,81.0,4.18,77.45
1,674,1.0,1,2,0,1,0,7.25,1,2,83.0,4.18,65.72
4,1061,4.0,1,2,1,1,0,4.45,1,2,105.0,3.54,68.12
2,2247,15.0,5,2,1,2,3,7.0,3,1,147.0,3.85,74.75
4,620,7.0,2,1,0,2,2,6.63,3,2,141.0,4.11,79.95
5,2014,4.0,4,1,1,1,0,4.9,0,2,97.0,2.92,70.54
1,308,1.0,2,1,0,1,4,3.74,3,1,55.0,3.98,74.42
2,3202,7.0,6,1,0,1,2,3.87,3,1,7.0,4.36,76.6
1,790,1.0,1,0,4,1,0,7.12,3,2,130.0,4.75,83.72
5,1499,5.0,2,2,1,2,3,6.7,2,2,112.0,1.95,61.05
5,1212,4.0,2,0,0,1,0,6.77,1,2,91.0,4.17,76.12
1,430,1.0,3,0,0,1,0,5.51,1,2,112.0,4.15,75.8
1,636,4.0,1,1,0,2,0,6.28,1,2,101.0,4.16,76.15
1,755,2.0,1,1,0,1,1,7.22,0,2,130.0,3.49,69.75
2,1982,13.0,5,1,0,1,0,8.49,3,0,135.0,4.67,74.25
2,2018,14.0,6,1,0,2,2,3.12,3,1,7.0,4.36,93.76
1,226,4.0,1,1,1,1,0,5.19,3,2,109.0,4.16,88.02
0,1088,4.0,2,0,2,2,4,6.23,3,0,129.0,2.49,71.59
5,1859,5.0,2,1,2,1,2,7.41,3,2,98.0,2.9,72.51
5,1268,3.0,3,1,0,1,4,7.54,3,0,84.0,3.8,68.94
1,175,4.0,3,0,0,2,0,5.25,1,2,87.0,4.18,88.91
1,679,2.0,3,1,1,1,3,8.48,0,0,173.0,2.42,38.32
1,382,1.0,1,0,1,2,3,7.81,1,2,108.0,3.2,81.52
2,3152,3.923768001056943,4,3,1,1,0,6.59,3,2,142.0,4.11,86.52
1,741,1.0,1,1,0,2,0,4.14,0,2,118.0,3.52,69.19
5,2058,5.0,2,2,0,1,0,5.79,0,1,91.0,3.61,72.07
1,955,3.0,2,1,0,1,2,7.51,3,2,128.0,4.12,85.31
5,1516,4.0,3,2,0,1,0,6.65,3,2,116.0,4.77,85.05
3,441,1.0,1,1,0,2,0,6.38,4,2,167.0,4.08,75.25
5,1216,3.923768001056943,4,2,2,1,3,7.4,2,2,132.0,1.29,18.98
5,1398,5.0,4,2,1,1,0,6.54,3,2,93.0,4.17,76.96
1,755,2.0,1,1,0,2,3,6.05,3,2,158.0,4.4,80.44
3,249,2.0,2,2,1,1,0,8.96,3,0,140.0,4.03,67.07
1,649,2.0,2,1,0,1,2,5.75,1,2,89.0,3.55,74.45
5,2140,4.0,2,1,4,1,2,5.51,1,2,96.0,1.66,69.62
1,219,4.0,1,2,3,1,2,7.47,3,1,143.0,2.28,33.34
5,2015,5.0,4,1,0,1,3,6.86,4,2,142.0,3.16,79.51
1,581,3.0,2,1,0,1,0,3.11,3,1,40.0,4.95,78.46
1,581,3.923768001056943,3,2,0,2,2,7.74,1,2,97.0,3.53,70.01
2,2472,5.0,5,2,1,1,3,6.97,3,2,133.0,3.8,67.89
4,672,5.0,1,1,0,1,3,5.59,1,2,107.0,3.84,77.78
4,716,5.0,2,1,1,1,0,6.74,3,3,143.0,4.1,74.01
3,423,1.0,2,2,0,1,0,5.62,1,2,94.0,4.17,68.59
1,361,4.0,2,3,0,1,2,5.8,1,2,111.0,3.52,70.94
1,249,2.0,2,1,0,1,0,5.57,1,2,399.0,4.16,78.24
5,1780,3.0,3,0,0,1,0,5.77,1,2,87.0,4.18,77.41
2,12673,6.0,4,2,1,1,4,7.24,3,2,137.0,3.17,60.21
4,683,7.0,1,0,0,2,3,6.02,3,2,125.0,4.44,87.26
0,203,0.0,1,1,0,1,0,4.79,1,2,82.0,4.19,70.18
1,665,3.0,1,3,3,1,2,4.33,1,2,98.0,1.67,67.95
5,2298,3.0,1,3,0,2,2,7.21,3,2,88.0,4.17,67.73
5,2231,4.0,1,1,1,1,0,5.81,3,2,83.0,4.19,73.77
2,2168,9.0,6,2,0,2,2,8.19,1,0,150.0,3.4,78.24
1,636,4.0,1,1,0,2,2,5.91,3,2,92.0,4.17,76.27
0,976,1.0,1,2,1,1,3,6.05,3,2,128.0,3.81,72.79
5,1212,4.0,4,1,0,1,2,5.38,3,2,93.0,4.18,86.66
2,2899,11.0,2,0,0,1,3,7.24,0,2,165.0,3.13,72.47
5,1852,2.0,2,2,0,1,2,7.21,1,2,163.0,3.45,62.31
2,2695,10.0,2,0,4,1,2,5.92,3,2,91.0,4.17,82.53
5,1529,2.0,3,2,1,1,2,4.26,0,2,117.0,2.27,30.1
1,980,3.923768001056943,2,2,1,1,0,6.78,3,2,149.0,4.1,71.84
1,592,3.0,3,2,0,1,0,7.68,1,2,116.0,4.13,72.98
2,3143,11.0,6,3,1,2,2,7.13,1,2,92.0,2.91,71.53
1,131,1.0,1,2,0,2,4,6.65,2,2,155.0,1.89,40.35
4,945,4.0,3,1,0,1,0,5.34,0,2,116.0,3.52,65.66
5,2170,4.0,1,1,0,1,0,7.72,3,2,170.0,4.69,77.7
5,2019,4.0,4,0,0,1,2,6.42,3,2,148.0,4.1,82.95
2,2746,4.0,6,1,0,1,0,5.22,1,2,86.0,4.19,67.63
3,489,0.0,2,1,0,1,0,7.15,3,2,117.0,4.76,69.02
1,744,3.923768001056943,2,1,0,1,0,5.69,1,2,98.0,4.17,89.88
4,400,4.0,2,0,1,1,0,4.94,1,2,114.0,3.52,75.07
1,679,1.0,3,1,0,1,1,5.93,4,2,103.0,4.79,71.69
4,963,4.0,3,1,0,1,0,7.41,3,2,94.0,4.79,75.27
4,1087,7.0,1,0,0,1,0,4.42,3,2,80.0,4.83,86.61
4,1282,5.0,3,1,0,2,0,5.76,1,2,101.0,4.16,84.06
4,666,7.0,1,3,0,1,3,6.87,3,2,90.0,4.48,84.11
5,2056,2.0,2,0,0,2,0,5.71,0,2,115.0,3.52,90.04
5,1355,2.0,4,1,1,1,3,7.12,3,2,152.0,3.78,84.05
5,1612,4.0,3,2,0,1,0,6.55,3,2,82.0,4.81,72.1
5,1491,5.0,3,0,1,1,0,4.82,3,2,94.0,4.18,85.68
5,1416,5.0,2,0,0,1,0,7.39,3,2,86.0,4.8,89.0
2,1819,8.0,5,0,1,1,2,7.06,3,2,135.0,3.48,80.04
1,237,1.0,1,1,0,1,2,6.66,0,2,132.0,2.86,68.69
1,125,2.0,2,2,1,2,0,6.17,2,2,169.0,2.19,44.16
1,219,3.0,2,0,0,2,2,4.42,1,2,93.0,3.55,82.99
5,2042,3.0,1,0,1,1,2,6.56,3,2,94.0,3.54,74.98
5,1364,4.0,3,0,0,2,3,6.16,3,2,118.0,4.45,89.2
3,497,2.0,1,1,2,2,2,7.92,3,2,98.0,2.9,79.84
5,1646,2.0,2,2,0,2,3,5.05,1,2,102.0,3.85,77.72
5,2043,4.0,1,1,0,1,3,6.4,0,2,170.0,3.13,76.19
5,1789,2.0,3,1,0,2,0,7.1,1,2,87.0,4.17,84.41
3,393,1.0,1,1,2,1,3,5.49,1,2,91.0,2.61,70.81
5,1257,3.0,3,0,4,1,2,8.95,0,0,177.0,2.1,68.05
1,829,2.0,2,1,0,1,3,6.2,3,2,95.0,4.48,86.74
1,490,1.0,2,1,1,1,0,5.68,3,2,104.0,4.16,79.23
2,2776,9.0,3,1,0,1,3,8.01,0,0,191.0,3.03,70.49
4,1181,7.0,3,0,0,1,0,6.83,3,2,132.0,4.74,83.83
1,451,1.0,1,1,0,1,2,6.95,3,2,147.0,4.1,81.94
5,2156,5.0,4,1,0,1,0,6.17,3,2,165.0,4.71,77.04
1,959,3.0,3,1,0,1,0,6.76,3,2,102.0,4.78,71.79
5,2199,3.0,3,2,0,1,4,5.46,0,2,101.0,2.6,32.51
1,113,1.0,1,1,0,1,3,6.04,2,2,130.0,2.56,38.47
1,785,4.0,2,0,0,1,3,7.05,3,2,111.0,4.46,84.62
1,251,3.0,1,2,1,1,0,6.19,3,2,144.0,4.11,67.25
5,1810,5.0,4,2,0,1,0,4.96,1,2,103.0,4.17,66.24
5,1452,2.0,3,2,1,1,0,6.46,2,2,137.0,2.23,38.93
1,761,1.0,1,1,0,2,0,6.67,0,2,105.0,3.52,74.87
3,400,0.0,2,0,0,1,3,6.64,3,2,133.0,4.43,81.79
5,2030,3.923768001056943,3,0,2,1,0,6.7,3,2,120.0,3.51,75.63
5,2109,2.0,2,2,0,1,0,7.57,3,2,146.0,4.72,72.93
5,1316,4.0,2,2,0,1,1,6.32,1,2,91.0,3.54,53.37
1,149,4.0,2,1,1,1,3,4.85,3,0,87.0,3.81,72.88
3,473,3.0,1,1,0,1,2,6.35,2,1,112.0,2.33,67.66
5,1450,2.0,2,1,0,1,0,7.9,1,2,94.0,4.16,91.29
5,1652,3.0,2,2,0,0,3,6.17,3,2,94.0,4.48,72.69
1,792,3.0,2,1,0,2,0,6.19,3,2,82.0,4.81,85.87
5,2011,3.0,3,0,2,1,0,7.01,3,2,163.0,3.45,77.31
2,2553,11.0,4,3,0,1,0,5.42,3,2,116.0,4.77,85.51
1,604,1.0,2,3,1,1,0,6.15,3,2,164.0,4.08,74.96
3,346,3.0,1,1,2,1,0,5.81,1,2,106.0,2.9,64.35
4,672,4.0,1,0,2,1,2,6.44,1,2,111.0,2.26,83.83
1,845,3.0,2,2,2,1,2,8.12,3,0,195.0,2.71,34.67
2,3045,8.0,4,1,2,1,3,7.01,2,2,166.0,1.25,43.29
1,221,2.0,3,2,0,1,0,6.55,4,2,86.0,4.8,69.08
5,2006,5.0,1,1,0,1,2,9.58,1,0,190.0,3.34,64.34
1,718,2.0,1,1,0,1,0,6.63,3,2,104.0,4.78,70.29
3,347,2.0,1,1,2,1,3,6.89,1,2,132.0,2.55,72.44
1,781,2.0,1,1,0,1,3,5.31,3,2,118.0,4.46,81.31
1,760,4.0,2,1,0,1,3,7.54,3,2,104.0,4.46,79.36
5,1327,4.0,3,2,0,1,0,6.31,3,2,106.0,4.78,84.85
5,1655,4.0,3,1,0,1,0,5.7,1,2,110.0,4.15,77.44
5,2182,5.0,3,1,2,2,0,6.74,1,2,124.0,2.87,76.86
5,2114,3.0,4,2,0,1,0,4.95,3,2,112.0,4.78,71.69
5,2027,5.0,4,1,1,1,2,5.82,3,2,90.0,3.55,75.79
1,952,2.0,3,0,0,1,2,6.28,3,2,81.0,4.18,74.91
5,2178,3.923768001056943,1,1,0,2,3,7.39,3,2,86.0,4.49,89.75
5,1973,5.0,1,2,0,1,3,6.93,2,2,96.0,2.59,29.76
3,234,0.0,1,0,0,1,0,8.74,3,0,143.0,4.66,78.57
3,304,2.0,1,2,1,1,2,7.06,3,2,145.0,3.47,49.87
4,835,5.0,2,1,0,1,2,5.94,3,2,93.0,4.17,73.56
1,399,4.0,1,1,0,1,0,7.49,0,2,95.0,3.53,64.34
2,2675,6.0,6,0,1,1,3,5.21,1,2,111.0,3.21,74.02
1,274,4.0,1,2,0,1,4,5.42,1,2,95.0,3.23,38.81
1,244,2.0,3,2,0,2,2,8.72,1,0,156.0,3.38,71.55
1,140,4.0,2,2,2,1,0,7.81,3,2,169.0,3.44,60.0
2,3008,9.0,5,2,0,1,4,5.52,3,2,86.0,3.87,73.28
1,303,2.0,3,0,1,1,0,4.31,0,2,104.0,2.91,89.03
4,430,7.0,1,2,1,1,0,8.04,0,0,180.0,2.73,29.53
5,1336,3.923768001056943,1,1,4,1,0,3.41,1,1,72.0,4.28,72.46
4,406,5.0,2,1,1,1,3,7.55,3,2,138.0,3.79,87.09
1,708,1.0,3,2,2,2,0,4.98,1,2,103.0,2.91,73.35
1,775,4.0,3,1,0,0,0,6.87,0,2,114.0,3.51,72.04
5,1539,3.0,2,1,0,1,3,6.05,3,2,165.0,4.39,73.86
5,2054,3.0,2,1,1,1,0,6.21,0,2,112.0,2.89,62.34
5,1217,5.0,1,1,1,1,3,7.4,0,2,158.0,2.51,59.82
5,1816,4.0,3,1,0,1,0,6.25,1,0,154.0,4.03,75.57
1,347,4.0,1,1,0,2,4,6.07,2,2,150.0,1.9,61.17
1,182,3.0,3,0,1,1,3,4.06,3,2,104.0,3.86,74.96
1,156,1.0,2,1,2,1,4,5.11,0,2,117.0,1.32,34.9
5,1768,4.0,3,1,0,1,0,7.31,1,2,120.0,4.13,93.48
1,4141,3.923768001056943,3,2,3,2,3,7.89,3,2,147.0,2.52,77.4
5,1800,4.0,3,0,1,1,3,5.88,3,2,96.0,3.85,80.25
5,1732,2.0,3,0,0,1,3,4.71,0,3,102.0,3.23,83.71
0,802,5.0,3,0,1,1,0,9.27,0,0,179.0,2.73,74.69
2,2835,8.0,6,0,0,2,4,8.35,0,0,172.0,2.43,75.38
3,208,2.0,1,2,0,1,2,6.83,3,2,159.0,4.08,56.17
3,220,2.0,1,2,0,1,0,4.9,0,2,81.0,3.57,31.14
5,1632,3.0,2,1,3,1,0,6.13,0,2,163.0,1.57,33.22
5,1391,3.0,3,2,1,1,3,2.12,3,2,28.0,3.96,63.79
0,671,1.0,1,1,0,1,2,7.02,3,2,82.0,4.18,79.01
5,2111,4.0,4,2,1,1,0,5.99,3,2,87.0,4.18,81.35
1,606,3.0,3,0,0,1,0,5.75,1,2,88.0,4.18,76.96
5,1121,4.0,2,1,0,2,4,6.26,3,2,141.0,3.8,76.72
5,2149,3.923768001056943,2,1,0,2,0,6.89,0,2,135.0,3.49,75.83
5,1273,3.923768001056943,3,0,0,1,3,6.98,3,2,160.0,4.39,85.21
1,701,1.0,2,1,1,2,4,6.78,3,2,133.0,3.17,71.47
5,1502,4.0,4,2,0,1,0,7.01,0,2,109.0,3.52,61.98
2,3033,13.0,6,1,0,0,0,7.63,0,2,164.0,3.44,77.43
2,3196,10.0,2,2,2,1,2,6.2,3,2,138.0,2.86,60.23
5,1664,5.0,1,1,4,1,0,5.59,1,2,81.0,4.19,90.86
2,2538,13.0,4,2,0,1,2,4.82,3,2,91.0,4.18,72.64
2,2989,7.0,4,1,1,1,0,6.19,1,2,126.0,3.5,88.45
1,637,4.0,2,1,0,1,2,5.86,1,2,106.0,3.53,64.41
4,470,6.0,2,1,0,2,0,6.72,3,3,81.0,4.81,87.7
3,232,2.0,1,2,0,1,0,6.15,1,2,111.0,4.15,68.86
1,556,4.0,3,1,0,1,0,2.8,2,1,86.0,3.01,78.05
5,1366,5.0,3,1,0,1,0,4.55,1,2,94.0,4.18,74.44
4,1080,7.0,1,1,3,1,3,8.06,0,0,153.0,1.2,30.54
1,298,1.0,2,2,0,2,3,4.57,3,2,116.0,4.47,80.19
1,849,4.0,3,1,0,1,0,7.75,0,2,90.0,3.54,69.55
1,323,4.0,2,1,0,2,2,6.74,3,2,146.0,4.1,75.86
1,131,4.0,2,2,0,1,3,5.33,1,2,88.0,3.87,49.49
5,1559,5.0,3,2,1,1,2,3.97,0,1,63.0,2.4,35.88
